@relation train

@attribute Text string
@attribute Class {"pos", "neg"}

@data
"سلام دوستان صفحه نمايش اين گوشي مثل ساير گوشي هاي 720p سوني فوق‌العادست و از همشون جز اکسپريا تي و اکسپريا تي ايکس بهتره دليلشم اينه که صفحه ي بزرگش واقعا قشنگه و با ديدنش ديگه دلتون نميخواد از يه صفحه ي 4.3 استفاده کنين مثل من.","pos"
"اما معايبش که کمم نيستن اول کيفيت صداشه که بايد بگم خيلي بده و اين گوشي تقريبا فايل هاي صوتي رو به صورت مونو پخش ميکنه.","neg"
"دوربينشم متوسطه ولي بدم نيست.","pos"
"دکمه هاي لمسيش سخته کار کردن باهاش.","neg"
"از لحاظ سخت افزاري از اکسپريا اس و گالاسي اس 2 ضعيفتره.","neg"
"همين اما با اين همه احتمال اينکه اين گوشيو بخرم زياده چون از صفحه ي بزرگش خيلي خوشم اومد.","pos"
"الان ۱ هفته شده که استفاده ميکنم ،  همه چيزش خوبه بجز ۲ مورد که يکم آدمو ناراحت ميکنه: باتريش که نهايت ۲۰ ساعت کار ميده با استفاده نرمال و کليدهاي سخت افزاريش که بعضي مواقع بايد بيشتر از ۲_۳ بار فشار داد.","neg"
"به نظر من يه پردازنده ي دو هسته اي با دوربين 12 و يک صفحه ي مناسب 4.55  اينچي خيلي خيلي با اين قيمتي که الان تو بازار داريم مناسبه !","pos"
"دوربينش هم که عالي    صفحه ي نمايشي که در اين گوشي استفاده کردند از نوع LED-Backlit lcd هست که اين صفحه با رزولوشن اچ دي روي  اين صفحه قرار گرفته که بنظر من مناسب ترين سايز صفحه و بهترين تناسب بين سايز و رزولوشن هست رنگهاي مشاهده شده از نمايشگر اين گوشي هم زنده و لذت بخش هستن با توجه به اينکه اسمارت فون قبليم گلکسي اس 2 بود و جز بهترين صفحه ها بود فکر ميکردم صفحه ي اين گوشي خيلي بد باشه ولي اينطور نبود واقعا کم نداشت از گلکسي به جز چند مورد نا محسوس .","pos"
"در عوض رزولوشن بالاي تصوير دقت تصاوير رو خيلي بالا برده و در آخر با پردازنده ي دو هسته اي اين اسمارت فون شما قادر به انجام هر گونه بازي و مرور در صفحات وب به آسوني  هستيد   ","pos"
"گاهي اوقات موقع اس ام اس دادن يا استفاده از wifi هنگ ميکنه.","neg"
"صداش هم يک مقدار ضعيف هست .","neg"
"از بين مدل هايي که تا حالا سوني بيرون داده اين بهترينشه و ارزش خريد زيادي داره.","pos"
"اما حيف که اينم باطريش داخليه و خريدش جرات ميخواد چون براي تعويض باطري در صورت لزوم بايد پشتشو باز کني و براي فروش دست دوم افت خيلي زيادي داره.","neg"
"من اين گوشي رو دو هفته هست که دارم گوشي خيلي خوبي هست فقط چند تا عيب کوچيک داره  1- کليد هاي لمسي پايين صفحه نياز به فشار بيشتري دارند  2-دوربينش توي نور روز خيلي عالي هست ولي وقتي نور کم باشه کيفيتش خيلي مياد پايين  3-باتريش در استفاده معمول که شامل اينترنت و بازي ميشه بيشتر از 24 ساعت دوام نداره  ولي در کل نسبت به قيمتش خيلي خوبه","pos"
"من اين گوشي رو يه هفته اي ميشه خريدم  از digikala و روش آندروئيد 4.0.4 به صورت پيش فرض نصب بود ،  کيفيت صفحه نمايشش حرف نداره و واقعا عاليه ،  دوربينش هم که معلومه و باطريش هم دوام خوبي داره،  به نظر من گوشي کامليه ،  رم ميخوره و عکس و فيلم ها رو  عالي نشون ميده با صفحه بزرگي که داره و تکنولوژي پيشرفته sony bravia ","pos"
"با سلام خدمت تمام دوستاني که گوشي رو نخريدن و بين چند مدل گوشي شک دارند و بنده مدت يک هفته هست که اين گوشي را از همين سايت پر طرفدار و کاملا مشتري مدار تهيه کردم و خيلي راضي هستم و وظيفه خود مي دانم يه چند موردي که به نظر شخصي من مزيت و عيب هست را ذکر ميکنم و اميدوارم که به درد دوستاني که هنوز موفق به خريد اين گوشي نشدند بخورد.","pos"
"از لحاظ ارگونومي اين گوشي با اين که هم وزن نسبتا زيادي داره و هم صفحه نمايش بزرگي داره ولي به لطف قوسي که گوشي داره و جنس فلزي پشت گوشي داره ولي توي دست فوق العاده حس خوبي ميده و خيلي خوش دست مي باشد.","pos"
"کيفيت صفحه نمايش و کيفيت دوربين در حد عالي ميباشد.","pos"
"گوشي به هيچ عنوان هنگ نمي کند حتي اگر چند روز مدام با گوشي کار کنيد.","pos"
"من اين گوشي رو پنجشنبه 91/9/2 خريدم گوشي خوبيه   اثر انگشت روي بدنه مي مونه براي يه مدت کوتاه  سرعتش عاليه و چيزي که براي من مهمه و اين گوشي هم داره: باتريش زود خالي نميشه  به لطف پردازنده گوشي تو بازي و پردازش سنگين مشکلي نداره","pos"
"من خريدم ازش خيلي راضيم  ","pos"
"هر چند گوشي نسبتا خوبي است اما از نظر کيفيت ساخت و زيبايي و ارزش خريد نميتونه به LG Optimus 4X HD P880 برسه.","neg"
"مزايا  پردازنده ي دوهسته اي 1.5 گيگاهرتزي  دوربين 12 مگاپيکسلي  شارژدهي بلند مدت  16گيگابايت حافظه ي داخلي  طراحي زيبا و بدنه ي با کيفيت  صفحه نمايش بزرگ  بازي هاي سه بعدي  وزن کم  معايب  بهتر بود اندرويد4 مي بود  نسخه ي بولوتوث 2.1  فرمت موسيقي کم است    ","pos"
"سلام راستش اون گوشي رو من فقط سه روز داشتم و توي همين سه روز ميتونم کاملا صادقانه و بي طرف بهتون تجربه ام رو بگم قبل از هر چيزي بهتون بگم اين گوشي فوق العاده خوش دسته و وقتي دستتون ميگيرد بي شک محو تماشا و مجذوب کيفيت ساخت و طراحيه پشت و جلوش ميشيد و البته صفحه ي نمايش بزرگ و کيفيت خوب صفحه ش هم لذت رو دو چندان ميکنه از شارژش نميشه گله اي کرد توي همون سه روز با اينکه خيلي خيلي باهاش کار کردم و تمام جزئياتش رو بررسي کردم تونست شبيه بقيه گوشيهاي تاچ باشه اما کمي و فقط کمي ضعيف تر عمل کنه مشکل هنگ به هيچ عنوان نداره بازيهاي سنگين رو روش نصب و اجرا کردم و بدون هيچ تاخير و ايست و يا هنگي اجراشون کرد پيشنهاد ميکنم اپديتش نکنيد چون واي فايش قفل ميشه که براي استفاده از واي فاي بايد سيم کارت اپراتور عربي بذاريد و صبر کنيد تا آپديت جديد بيادبه هيچ عنوان بعد از روشن کردن واي فاي براي خاموش کردنش مشکل نداشتم(دوستاني که اين مشکل رو دارن براي همون آپديته)کيفيت دوربين قابل قبوله اما ميتونست بهتر هم باشه ميگن امکان داره براقيه پشتش به مرور از بين بره اما همين يه مدتي هم که ميمونه خيلي شکيله(پيشنهاد ميکنم از يک محافظ براي پشتش استفاده کنيد)به فکر باطريه پلمپ نباشيد چون سوني قبل از من و شما اين نگراني رو داشته و حتما کاري کرده که به مشکل بر نخوريد و توجه کنيد که سوني هيچ وقت خودش و نامش رو خراب نخواهد کرد در مجموع بايد بگم خيلي نميشه ازش ايراد گرفت گوشيه خوبيه اما با اين قيمت ميتونيد روي acro s که ضد آب هم هست ( من خودم 20 ثانيه زير آب گرفتمش و هيچ مشکلي هم پيدا نکرد) و يا با کمي افزايش هزينه روي  htc one هم فکر کنيد در کل سوني داره گوي رقابت رو از رقيبان به شدت ميدزده و اين برند معرکه ست اميدوارم تونسته باشم کمکي کرده باشم","pos"
